2 -1.07903604
4 3.64512857
4 3.64512897
5 5.39804183
6 8.05018925
7 11.29862388
3 2.23035732
5 5.39804407
1 1.14556489
3 2.23035819
1 1.14556363
0 -6.57169517
2 -1.07903530
